ID,item_cnt_month
213,0.22701846
214,0.2414886
215,0.23719943
216,0.38484275
217,0.23719943
218,1.0627254
219,0.37869966
220,0.38641053
221,0.121591575
222,0.27020225
223,0.828874
224,1.4321069
225,0.25381625
226,0.7666902
227,0.2094416
228,0.23719943
229,0.20129535
230,0.27020225
231,0.9117523
232,0.22767687
233,0.23671547
234,0.2094416
235,0.5067427
236,0.5520978
237,0.5520978
238,0.3042984
239,0.23719943
240,0.39257535
241,0.20129535
242,0.25381625
243,0.27020225
244,0.07373143
245,0.20129535
246,1.2993625
247,0.58414334
248,0.2094416
249,0.2094416
250,0.93473333
251,0.25381625
252,0.2094416
253,0.76333344
254,0.22176924
255,4.8961945
256,0.97699356
257,0.20129535
258,0.5545092
259,0.20129535
260,0.11879245
261,0.20129535
262,0.11879245
263,0.115361966
264,0.20129535
265,0.8087642
266,0.20129535
267,0.13517393
268,0.6283554
269,0.11879245
270,0.8911723
271,0.12986168
272,0.11879245
273,1.227011
274,13.064522
275,0.12986168
276,0.23659699
277,0.6565237
278,0.603007
279,0.37467018
280,0.15267351
281,0.15267351
282,0.1403459
283,0.36915952
284,0.14034161
285,0.14034161
286,0.14034161
287,0.8513314
288,0.14034161
289,0.2963307
290,0.14034161
291,0.14034161
292,0.14034161
293,0.35823053
294,0.9945336
295,0.35823053
296,0.35823053
297,0.14034161
298,0.08094955
299,0.20129535
300,0.12986168
301,0.89731103
302,0.7666902
303,0.9903708
304,0.2414886
305,0.12986168
306,0.12986168
307,0.11879245
308,0.20129535
309,0.8433306
310,0.97699356
311,0.33062297
312,0.81241924
313,0.12986168
314,0.13517393
315,0.6806853
316,0.37467018
317,1.8635519
318,0.20129535
319,0.20129535
320,0.20129535
321,0.20129535
322,0.595013
323,0.20129535
324,0.20129535
325,0.595013
326,0.24742882
327,0.15267351
328,0.15267351
329,0.33778536
330,0.37467018
331,0.05549071
332,0.20129535
333,0.20129535
334,0.8513314
335,0.11879245
336,0.35210094
337,0.5112101
338,0.33778536
339,0.35210094
340,0.20129535
341,0.28051922
342,0.08094955
343,0.97083884
344,0.20129535
345,0.20129535
346,2.827279
347,3.5485733
348,0.11879245
349,0.33062297
350,0.210771
351,0.58414334
352,0.1651449
353,0.22767687
354,0.12986168
355,0.2750912
356,0.3141612
357,0.5758627
358,0.24742882
359,0.78679997
360,0.2094416
361,3.4326174
362,0.5758627
363,1.018022
364,0.8850635
365,0.4865588
366,0.08094955
367,0.12986168
368,0.11879245
369,0.45656344
370,0.05549071
371,0.93453723
372,1.22685
373,0.37467018
374,0.60799134
375,1.6634007
376,0.39499515
377,0.15267351
378,0.6435108
379,0.37467018
380,4.2548943
381,0.25179642
382,0.25179642
383,0.33062297
384,0.8943767
385,0.2596208
386,0.51209164
387,0.35823053
388,0.20129535
389,0.20129535
390,0.13612494
391,0.1832474
392,0.2094416
393,0.23719943
394,0.05549071
395,0.07489239
396,2.0205917
397,0.786105
398,0.2414886
399,0.33662942
400,0.20129535
401,0.22701846
402,2.0536203
403,2.3431628
404,0.89041513
405,0.2094416
406,0.25381625
407,0.3641229
408,0.20129535
409,0.77637076
410,0.07373143
411,1.3053277
412,0.25381625
413,0.58414334
414,0.2414886
415,2.0205917
416,0.3641229
417,0.77637076
418,0.5237866
419,0.07373143
420,0.35823053
421,1.3002375
422,0.33662942
423,0.87137115
424,0.58414334
425,0.22176924
426,0.77637076
427,0.35823053
428,0.6511088
429,0.25381625
430,0.66295075
431,0.72892785
432,0.20129535
433,0.2094416
434,0.2094416
435,1.694155
436,0.20129535
437,0.93473333
438,0.22701846
439,0.39257535
440,0.22176924
441,0.58414334
442,0.58414334
443,0.22176924
444,0.58414334
445,0.5350287
446,0.18284866
447,0.18284866
448,0.2836577
449,0.2836577
450,0.2836577
451,0.5125542
452,0.22176924
453,0.25381625
454,0.58414334
455,0.18284866
456,0.78679997
457,0.07373143
458,0.58414334
459,0.9064855
460,17.567217
461,0.45647323
462,0.48092327
463,0.22845237
464,0.33062297
465,0.8433306
466,0.11879245
467,0.08094955
468,0.12986168
469,0.12986168
470,0.86500955
471,0.11249002
472,0.12986168
473,0.12986168
474,1.183817
475,1.3540711
476,0.11879245
477,0.19530691
478,0.1680615
479,0.33062297
480,0.047743835
481,0.047743835
482,0.37953562
483,0.7641304
484,0.9910653
485,0.8227815
486,0.37953562
487,0.37953562
488,0.3998606
489,2.455999
490,0.3998606
491,0.047743835
492,0.27082276
493,0.047743835
494,0.46996337
495,0.15063688
496,0.11879245
497,1.0003399
498,4.5042143
499,0.6760777
500,1.0003399
501,0.3644324
502,0.33662942
503,0.12802556
504,0.58414334
505,0.22176924
506,0.22176924
507,0.20129535
508,0.33662942
509,0.22176924
510,0.11879245
511,0.11879245
512,0.20129535
513,0.07373143
514,0.22176924
515,1.0003399
516,0.20129535
517,0.33662942
518,0.7666902
519,0.828874
520,0.58414334
521,0.2094416
522,0.89731103
523,1.0105973
524,0.58414334
525,0.786105
526,0.20129535
527,0.20129535
528,0.12986168
529,0.20129535
530,0.62104976
531,0.33662942
532,0.20129535
533,0.20129535
534,0.049923874
535,0.20129535
536,0.77637076
537,0.20129535
538,0.23719943
539,0.20129535
540,0.7868439
541,0.77637076
542,0.25381625
543,0.5849078
544,0.18284866
545,0.2414886
546,0.33662942
547,0.2094416
548,0.25381625
549,0.12802556
550,0.051244356
551,0.58414334
552,0.78679997
553,0.12802556
554,0.26595113
555,0.25381625
556,0.20129535
557,0.58414334
558,0.049923874
559,0.22176924
560,0.2414886
561,0.708707
562,0.20129535
563,0.18145645
564,0.057766244
565,0.20129535
566,0.20129535
567,0.2094416
568,0.23719943
569,0.26595113
570,0.2094416
571,0.35823053
572,1.058374
573,0.20129535
574,0.047743835
575,0.047743835
576,0.20129535
577,0.07373143
578,0.77637076
579,0.33662942
580,0.057766244
581,0.057766244
582,0.049923874
583,0.057766244
584,0.8513314
585,0.11879245
586,0.13517393
587,0.4668098
588,2.890157
589,0.4668098
590,0.86500955
591,0.35871118
592,2.110927
593,0.15063688
594,0.11879245
595,0.12986168
596,0.12986168
597,0.13517393
598,0.13517393
599,0.07489239
600,0.3616927
601,0.3616927
602,0.07489239
603,0.07489239
604,0.11879245
605,0.20129535
606,0.35823053
607,0.35823053
608,0.2094416
609,0.25381625
610,0.58414334
611,0.33662942
612,0.051244356
613,0.051244356
614,0.049923874
615,0.78679997
616,1.2040077
617,0.58414334
618,0.33662942
619,0.55395025
620,0.2094416
621,1.0003399
622,0.74650705
623,0.7682512
624,1.4345436
625,0.5545092
626,0.39257535
627,0.20129535
628,0.20129535
629,0.35823053
630,0.20129535
631,0.057766244
632,0.58414334
633,0.22176924
634,1.0965903
635,0.2414886
636,0.07373143
637,0.22176924
638,0.20129535
639,0.2414886
640,0.35921523
641,0.35921523
642,0.2094416
643,0.2414886
644,0.20129535
645,0.07373143
646,0.8513314
647,0.07373143
648,0.20129535
649,0.22176924
650,0.20129535
651,0.93473333
652,0.12986168
653,0.20129535
654,0.2094416
655,0.35921523
656,0.2832441
657,0.26595113
658,0.26595113
659,0.2094416
660,0.5002407
661,0.20129535
662,0.057766244
663,0.37869966
664,0.25381625
665,0.2094416
666,0.20129535
667,0.07373143
668,0.8513314
669,0.58414334
670,0.12802556
671,0.2094416
672,0.2414886
673,0.2094416
674,0.057766244
675,0.35823053
676,0.58414334
677,0.66295075
678,0.5137141
679,0.2094416
680,0.62104976
681,0.2094416
682,0.2094416
683,0.051244356
684,0.8513314
685,0.4690723
686,0.22176924
687,0.8916425
688,0.12986168
689,0.05549071
690,0.11879245
691,0.20129535
692,0.20129535
693,0.12986168
694,0.11879245
695,0.5758627
696,0.05549071
697,0.33062297
698,0.33062297
699,0.6715387
700,1.6205555
701,0.05549071
702,1.1905901
703,1.1905901
704,0.13517393
705,0.07373143
706,0.20129535
707,0.11879245
708,0.11879245
709,1.246269
710,0.1832474
711,0.1832474
712,0.12986168
713,0.35823053
714,0.12986168
715,0.35210094
716,0.603007
717,0.1403459
718,0.049923874
719,0.09657446
720,0.11879245
721,0.5002407
722,0.11879245
723,1.6158851
724,0.11879245
725,0.5002407
726,0.6715387
727,0.81652856
728,0.05549071
729,1.018022
730,0.20129535
731,0.20129535
732,0.89731103
733,0.08094955
734,1.0053935
735,0.11879245
736,0.2596208
737,0.25179642
738,0.18679717
739,0.20129535
740,0.12986168
741,0.6283554
742,0.12986168
743,0.7306283
744,0.33062297
745,0.8911723
746,0.33062297
747,0.33062297
748,0.35823053
749,0.20129535
750,0.20720753
751,0.20129535
752,0.33062297
753,0.12986168
754,0.95406437
755,0.51209164
756,0.11879245
757,0.22701846
758,0.11879245
759,0.11879245
760,0.5758627
761,0.8433306
762,0.22176924
763,1.9331683
764,0.11879245
765,0.33062297
766,0.23719943
767,0.8850635
768,0.51209164
769,0.33062297
770,0.33062297
771,0.08094955
772,0.6715387
773,0.33062297
774,0.12986168
775,0.33062297
776,0.8911723
777,0.8911723
778,0.12986168
779,0.33778536
780,0.05549071
781,1.183817
782,0.87029
783,0.5796419
784,0.05549071
785,1.0507051
786,2.3431628
787,1.0507051
788,0.33062297
789,0.5796419
790,0.05549071
791,0.05549071
792,0.05549071
793,3.8234687
794,0.05549071
795,0.12986168
796,0.33062297
797,0.8911723
798,0.05549071
799,1.1905901
800,0.33778536
801,0.20129535
802,0.09657446
803,0.08094955
804,0.11879245
805,0.20129535
806,0.33062297
807,0.12986168
808,0.59383255
809,0.12802556
810,0.37953562
811,0.6294186
812,0.6294186
813,0.27082276
814,0.20129535
815,0.11249002
816,0.33062297
817,0.07373143
818,0.08094955
819,0.20129535
820,0.28025204
821,0.12802556
822,0.20138125
823,0.07373143
824,0.11879245
825,0.19377407
826,0.11879245
827,0.07373143
828,0.12986168
829,0.12986168
830,1.3257831
831,0.115361966
832,0.11249002
833,0.35155344
834,1.1790167
835,0.11879245
836,0.33062297
837,0.8943767
838,0.4311863
839,0.20129535
840,0.20129535
841,0.12986168
842,0.12986168
843,0.05549071
844,0.35823053
845,0.14034161
846,0.14034161
847,0.23659699
848,0.14034161
849,0.35823053
850,0.14034161
851,0.05549071
852,0.35823053
853,0.05549071
854,0.14034161
855,0.23659699
856,0.27592033
857,0.27592033
858,0.07373143
859,0.45647323
860,0.20129535
861,0.12986168
862,0.33062297
863,0.51209164
864,0.60799134
865,0.60799134
866,0.60799134
867,0.15267351
868,1.3274181
869,0.15267351
870,0.87236995
871,0.15267351
872,0.37467018
873,0.37467018
874,0.1403459
875,0.6565237
876,0.33062297
877,0.11879245
878,0.12986168
879,0.54327077
880,0.11879245
881,0.7682512
882,0.33062297
883,1.127123
884,0.23254965
885,0.6294186
886,0.14034161
887,0.20129535
888,0.12986168
889,0.11879245
890,0.20129535
891,0.1832474
892,0.33062297
893,0.20129535
894,0.33062297
895,0.1403459
896,0.15267351
897,0.14034161
898,0.11879245
899,0.4690723
900,0.20129535
901,1.8702209
902,0.2094416
903,0.08094955
904,0.58414334
905,0.2094416
906,0.9903708
907,0.2094416
908,0.37953562
909,0.37953562
910,0.27082276
911,0.27082276
912,0.62881
913,0.33062297
914,0.12986168
915,0.12986168
916,0.12986168
917,0.11879245
918,0.12986168
919,0.33662942
920,0.22176924
921,0.89731103
922,0.18284866
923,0.25381625
924,0.2094416
925,0.18284866
926,0.12802556
927,0.12802556
928,0.60799134
929,0.60799134
930,0.37467018
931,0.37467018
932,0.60799134
933,0.15267351
934,0.37467018
935,0.37467018
936,0.603007
937,0.35823053
938,0.35823053
939,0.14034161
940,0.14034161
941,0.14034161
942,0.14034161
943,0.60799134
944,0.2094416
945,0.11879245
946,0.12986168
947,0.33062297
948,0.23254965
949,0.23719943
950,0.33062297
951,0.11879245
952,0.12986168
953,0.09657446
954,0.12986168
955,1.1465908
956,0.25381625
957,0.12986168
958,0.7682512
959,0.33062297
960,0.33062297
961,0.12986168
962,0.33062297
963,0.11879245
964,0.37953562
965,0.30245844
966,0.25381625
967,0.22176924
968,0.20129535
969,0.20129535
970,0.12802556
971,0.20129535
972,0.210771
973,0.2094416
974,0.20129535
975,0.20129535
976,0.22701846
977,0.58414334
978,0.25381625
979,0.58414334
980,0.2414886
981,0.2414886
982,0.35823053
983,0.2094416
984,0.2414886
985,0.9064855
986,0.2308312
987,0.37869966
988,0.22176924
989,0.2094416
990,0.5849078
991,0.35823053
992,0.2094416
993,2.176116
994,0.6511088
995,0.25381625
996,0.25381625
997,0.58414334
998,0.25381625
999,0.210771
1000,0.34708723
1001,0.25381625
1002,0.58414334
1003,0.2094416
1004,0.2094416
1005,0.25381625
1006,0.2414886
1007,0.2094416
1008,0.93473333
1009,0.22176924
1010,0.20129535
1011,0.37869966
1012,0.7666902
1013,1.3977675
1014,0.6760777
1015,0.21885476
1016,0.12802556
1017,0.2414886
1018,0.18981633
1019,0.58414334
1020,0.2094416
1021,0.59516835
1022,0.21885476
1023,0.22176924
1024,0.37869966
1025,0.22176924
1026,0.78679997
1027,0.25381625
1028,0.20129535
1029,0.2094416
1030,0.2094416
1031,0.76088035
1032,1.0618871
1033,0.051244356
1034,0.7666902
1035,0.2094416
1036,0.2094416
1037,0.76333344
1038,0.5137141
1039,0.6723973
1040,0.35921523
1041,0.62104976
1042,0.62104976
1043,0.2094416
1044,0.25381625
1045,0.2414886
1046,0.34708723
1047,0.33062297
1048,0.14034161
1049,0.33062297
1050,0.33062297
1051,0.6715387
1052,0.33062297
1053,0.12986168
1054,0.12986168
1055,0.23254965
1056,0.8911723
1057,0.35210094
1058,0.2308312
1059,1.7532693
1060,0.12986168
1061,0.08094955
1062,0.08094955
1063,0.1403459
1064,0.22176924
1065,0.11879245
1066,0.12986168
1067,0.5002407
1068,0.20129535
1069,0.23254965
1070,0.12986168
1071,0.08094955
1072,0.13517393
1073,0.11879245
1074,0.11879245
1075,0.33062297
1076,0.25381625
1077,0.27020225
1078,0.28051922
1079,1.1234971
1080,0.2308312
1081,0.2750912
1082,0.2094416
1083,0.58414334
1084,0.2094416
1085,0.2094416
1086,0.2094416
1087,0.35871118
1088,0.8821984
1089,0.5849078
1090,2.3431628
1091,0.25381625
1092,0.89731103
1093,0.27020225
1094,0.2414886
1095,0.2094416
1096,0.5849078
1097,0.25381625
1098,0.09574791
1099,0.33062297
1100,0.2414886
1101,0.11879245
1102,0.11879245
1103,0.87029
1104,0.7405715
1105,0.12986168
1106,0.05549071
1107,0.8943767
1108,0.11879245
1109,0.35823053
1110,0.35210094
1111,0.12986168
1112,0.2094416
1113,0.2094416
1114,0.35921523
1115,0.25381625
1116,0.20129535
1117,0.047743835
1118,0.20129535
1119,0.20129535
1120,0.35921523
1121,0.2414886
1122,0.35823053
1123,0.051244356
1124,0.25381625
1125,0.18981633
1126,0.28954282
1127,0.20129535
1128,0.22176924
1129,0.22701846
1130,0.2414886
1131,0.07373143
1132,0.2094416
1133,0.22176924
1134,0.20129535
1135,0.20129535
1136,0.2094416
1137,0.89731103
1138,0.708707
1139,0.2094416
1140,0.25381625
1141,0.2414886
1142,1.0003399
1143,0.22176924
1144,0.12986168
1145,0.2596208
1146,0.12986168
1147,0.08094955
1148,0.11879245
1149,0.20129535
1150,0.28051922
1151,0.708707
1152,0.09657446
1153,0.19377407
1154,0.2596208
1155,0.17601357
1156,0.14034161
1157,2.3029547
1158,2.1457121
1159,0.35210094
1160,0.1403459
1161,0.12986168
1162,0.12986168
1163,0.20129535
1164,0.20129535
1165,0.08094955
1166,0.12986168
1167,0.6715387
1168,0.2308312
1169,0.33062297
1170,0.8911723
1171,0.12986168
1172,0.12986168
1173,0.12986168
1174,0.049923874
1175,0.049923874
1176,0.049923874
1177,0.121591575
1178,0.20129535
1179,0.20129535
1180,0.25179642
1181,0.6283554
1182,0.33062297
1183,0.11879245
1184,0.33062297
1185,0.12986168
1186,0.12986168
1187,0.08094955
1188,0.20129535
1189,1.1790167
1190,0.210771
1191,0.21885476
1192,0.20129535
1193,1.3639506
1194,0.27020225
1195,0.2094416
1196,0.2414886
1197,0.20129535
1198,0.2414886
1199,0.58414334
1200,0.58414334
1201,0.25381625
1202,0.21885476
1203,0.37869966
1204,0.07373143
1205,1.1496708
1206,0.34332284
1207,0.20129535
1208,0.12802556
1209,0.23719943
1210,0.2094416
1211,0.20129535
1212,1.3698978
1213,0.25381625
1214,0.22701846
1215,0.20129535
1216,0.24742882
1217,0.89731103
1218,0.12986168
1219,0.14034161
1220,0.20129535
1221,0.20129535
1222,0.20129535
1223,0.20129535
1224,0.20129535
1225,0.049923874
1226,0.20129535
1227,0.05549071
1228,0.33062297
1229,0.12986168
1230,0.33062297
1231,0.5393533
1232,0.12986168
1233,0.20129535
1234,0.11879245
1235,0.33062297
1236,0.12986168
1237,0.24742882
1238,0.05549071
1239,1.060395
1240,0.12986168
1241,0.5002407
1242,0.20129535
1243,0.6806853
1244,0.35210094
1245,0.20129535
1246,0.35823053
1247,0.35823053
1248,0.24742882
1249,0.12986168
1250,0.20129535
1251,0.13612494
1252,0.2308312
1253,0.22701846
1254,0.39257535
1255,0.23719943
1256,0.3644324
1257,0.2414886
1258,0.21885476
1259,0.2094416
1260,0.22176924
1261,0.20129535
1262,0.20129535
1263,0.2094416
1264,0.93473333
1265,0.25381625
1266,0.20129535
1267,0.58414334
1268,0.20129535
1269,0.33062297
1270,0.33062297
1271,0.11879245
1272,0.1403459
1273,0.12986168
1274,0.08094955
1275,0.33062297
1276,0.2596208
1277,0.08094955
1278,0.28051922
1279,0.97083884
1280,0.11249002
1281,0.20129535
1282,0.2094416
1283,0.23719943
1284,0.8190362
1285,0.12986168
1286,0.20129535
1287,0.7666902
1288,0.3641229
1289,0.24742882
1290,0.20129535
1291,0.2094416
1292,0.39499515
1293,0.35823053
1294,0.35823053
1295,0.14034161
1296,0.12986168
1297,0.2596208
1298,0.37467018
1299,0.33062297
1300,0.33062297
1301,0.5849078
1302,0.12986168
1303,0.33062297
1304,0.87029
1305,0.17601357
1306,0.20129535
1307,0.25381625
1308,0.34123233
1309,0.11879245
1310,0.20129535
1311,0.20129535
1312,0.72956085
1313,0.11879245
1314,0.37953562
1315,0.12802556
1316,0.2566168
1317,0.20129535
1318,0.5112101
1319,0.11879245
1320,0.12986168
1321,0.20129535
1322,0.08094955
1323,0.20129535
1324,0.20129535
1325,0.97083884
1326,0.12802556
1327,0.12986168
1328,0.12986168
1329,0.12986168
1330,0.049923874
1331,0.97699356
1332,0.11879245
1333,1.9804738
1334,0.58414334
1335,0.3641229
1336,0.33062297
1337,0.34877294
1338,0.2094416
1339,0.20129535
1340,0.08094955
1341,0.08094955
1342,0.17601357
1343,0.11879245
1344,0.047743835
1345,0.15063688
1346,0.08094955
1347,0.20129535
1348,0.12986168
1349,0.23254965
1350,0.12986168
1351,0.12986168
1352,0.12986168
1353,0.12986168
1354,0.12986168
1355,0.5393533
1356,0.33062297
1357,0.12986168
1358,0.11879245
1359,0.4909836
1360,0.80446684
1361,0.4419699
1362,0.12986168
1363,0.12986168
1364,0.32455778
1365,0.23254965
1366,0.20129535
1367,0.20129535
1368,0.32455778
1369,0.33062297
1370,0.07373143
1371,0.12802556
1372,0.12986168
1373,0.2596208
1374,0.12986168
1375,0.2596208
1376,0.5889148
1377,0.12986168
1378,0.12986168
1379,0.12986168
1380,0.12986168
1381,0.24557854
1382,0.58414334
1383,0.20129535
1384,0.20129535
1385,0.34708723
1386,0.20129535
1387,0.20129535
1388,0.299649
1389,0.20129535
1390,0.2094416
1391,0.20519525
1392,0.5520978
1393,0.12986168
1394,0.20129535
1395,0.24742882
1396,0.20129535
1397,0.12986168
1398,0.12986168
1399,0.11879245
1400,0.35823053
1401,0.35210094
1402,0.35823053
1403,0.89731103
1404,0.07373143
1405,0.25381625
1406,0.20129535
1407,0.12802556
1408,0.20129535
1409,0.20129535
1410,0.11879245
1411,0.23719943
1412,0.20129535
1413,0.58414334
1414,0.20129535
1415,0.07373143
1416,0.2094416
1417,0.2094416
1418,0.20129535
1419,0.20129535
1420,0.33062297
1421,0.33062297
1422,0.33062297
1423,0.20129535
1424,0.20129535
1425,0.23719943
1426,0.12986168
1427,0.33062297
1428,0.2094416
1429,0.20129535
1430,0.12986168
1431,0.20129535
1432,0.20129535
1433,0.20129535
1434,0.2750912
1435,0.11879245
1436,0.12986168
1437,0.11879245
1438,0.12986168
1439,0.12986168
1440,0.12986168
1441,0.12986168
1442,0.11879245
1443,0.17601357
1444,0.05549071
1445,0.22767687
1446,0.05549071
1447,0.33062297
1448,0.33062297
1449,0.6715387
1450,0.12986168
1451,0.33062297
1452,0.3724259
1453,0.12986168
1454,0.12986168
1455,0.35210094
1456,0.12986168
1457,0.1403459
1458,0.88509506
1459,1.4616436
1460,0.12986168
1461,0.11249002
1462,0.23254965
1463,0.11879245
1464,0.11879245
1465,0.33062297
1466,0.2596208
1467,0.2308312
1468,0.2308312
1469,0.14034161
1470,0.14034161
1471,0.14034161
1472,0.14034161
1473,0.14034161
1474,0.23659699
1475,0.6220342
1476,0.14034161
1477,0.27592033
1478,0.15267351
1479,0.6294186
1480,0.37467018
1481,0.37467018
1482,0.60799134
1483,0.11249002
1484,0.14034161
1485,0.14034161
1486,0.15267351
1487,0.11879245
1488,0.12986168
1489,0.4872906
1490,0.6283554
1491,0.20129535
1492,0.14034161
1493,0.14034161
1494,0.23254965
1495,0.12986168
1496,0.11879245
1497,2.455999
1498,0.22176924
1499,0.12986168
1500,0.11879245
1501,0.09657446
1502,0.6435108
1503,0.35210094
1504,0.20129535
1505,0.11879245
1506,0.11879245
1507,0.1403459
1508,0.20129535
1509,0.20129535
1510,0.20129535
1511,0.20129535
1512,0.09657446
1513,0.1403459
1514,1.1465908
1515,0.28051922
1516,0.11249002
1517,0.20129535
1518,0.20129535
1519,0.20129535
1520,0.35210094
1521,1.1465908
1522,0.4865588
1523,0.12986168
1524,0.2596208
1525,0.07373143
1526,0.20129535
1527,0.12986168
1528,0.08094955
1529,0.12986168
1530,0.20129535
1531,0.51209164
1532,0.25179642
1533,0.12986168
1534,0.12986168
1535,0.12986168
1536,0.4865588
1537,0.1651449
1538,0.5545092
1539,0.25179642
1540,0.05549071
1541,0.05549071
1542,0.07373143
1543,0.2094416
1544,0.2414886
1545,0.049923874
1546,0.27020225
1547,0.23719943
1548,0.2094416
1549,0.23719943
1550,0.12986168
1551,0.4419699
1552,0.33062297
1553,0.09657446
1554,0.09657446
1555,0.20129535
1556,0.11879245
1557,0.12986168
1558,0.25179642
1559,0.12802556
1560,0.11879245
1561,0.1832474
1562,0.1832474
1563,0.35210094
1564,0.35210094
1565,0.35210094
1566,0.1403459
1567,0.11879245
1568,0.12986168
1569,0.11879245
1570,0.2094416
1571,0.2094416
1572,0.047743835
1573,0.09574791
1574,0.38641053
1575,0.2414886
1576,0.07373143
1577,0.049923874
1578,0.25381625
1579,0.07489239
1580,0.12802556
1581,0.047743835
1582,0.7682512
1583,0.2414886
1584,0.11879245
1585,0.12802556
1586,0.12802556
1587,0.22176924
1588,0.049923874
1589,0.27020225
1590,0.25381625
1591,0.057766244
1592,0.05549071
1593,0.25381625
1594,0.25381625
1595,0.35210094
1596,0.098728046
1597,0.047743835
1598,0.08094955
1599,0.12986168
1600,0.12986168
1601,0.12986168
1602,0.11879245
1603,0.20129535
1604,0.33062297
1605,0.13612494
1606,0.098728046
1607,0.098728046
1608,0.33778536
1609,0.33778536
1610,0.12986168
1611,0.05549071
1612,0.12986168
1613,0.22176924
1614,0.12986168
1615,0.12986168
1616,0.12802556
1617,0.15063688
1618,0.33062297
1619,0.13612494
1620,0.27310365
1621,0.27592033
1622,0.07048307
1623,0.049923874
1624,0.12802556
1625,0.098728046
1626,0.33062297
1627,0.46996337
1628,0.09657446
1629,0.07373143
1630,0.07048307
1631,0.09657446
1632,0.12986168
1633,0.11879245
1634,0.11879245
1635,0.047743835
1636,0.07489239
1637,0.07489239
1638,0.11879245
1639,0.27020225
1640,0.12986168
1641,0.098728046
1642,0.12986168
1643,0.09657446
1644,0.20129535
1645,0.07373143
1646,0.11879245
1647,0.2596208
1648,0.08094955
1649,0.11879245
1650,0.098728046
1651,0.14034161
1652,0.33062297
1653,0.5393533
1654,0.39257535
1655,0.1403459
1656,0.2596208
1657,0.12986168
1658,0.20129535
1659,0.24742882
1660,0.35823053
1661,0.047743835
1662,0.37467018
1663,0.37467018
1664,1.1302085
1665,0.15267351
1666,0.14034161
1667,0.05549071
1668,0.25381625
1669,0.20129535
